timestamp,symbol,price
2025-10-11T22:50:40.239347,AAPL,165.68
2025-10-11T22:50:40.251331,AAPL,158.61
2025-10-11T22:50:40.263898,AAPL,154.43
2025-10-11T22:50:40.274886,AAPL,156.05
2025-10-11T22:50:40.286859,AAPL,160.07
2025-10-11T22:50:40.299466,AAPL,162.95
2025-10-11T22:50:40.312100,AAPL,165.79
2025-10-11T22:50:40.322404,AAPL,167.45
2025-10-11T22:50:40.335109,AAPL,166.26
2025-10-11T22:50:40.345928,AAPL,165.51
2025-10-11T22:50:40.357875,AAPL,162.1
2025-10-11T22:50:40.370168,AAPL,165.46
2025-10-11T22:50:40.380991,AAPL,171.83
2025-10-11T22:50:40.393611,AAPL,178.47
2025-10-11T22:50:40.405264,AAPL,173.62
2025-10-11T22:50:40.417916,AAPL,177.04
2025-10-11T22:50:40.430175,AAPL,177.7
2025-10-11T22:50:40.442842,AAPL,181.87
2025-10-11T22:50:40.453419,AAPL,178.65
2025-10-11T22:50:40.466075,AAPL,183.63
2025-10-11T22:50:40.478719,AAPL,178.04
2025-10-11T22:50:40.489335,AAPL,183.53
2025-10-11T22:50:40.501892,AAPL,187.11
2025-10-11T22:50:40.514435,AAPL,185.94
2025-10-11T22:50:40.526970,AAPL,183.32
2025-10-11T22:50:40.539297,AAPL,175.17
2025-10-11T22:50:40.551833,AAPL,175.8
2025-10-11T22:50:40.564370,AAPL,179.01
2025-10-11T22:50:40.576903,AAPL,178.09
2025-10-11T22:50:40.589469,AAPL,184.69
2025-10-11T22:50:40.601395,AAPL,183.76
2025-10-11T22:50:40.612846,AAPL,184.99
2025-10-11T22:50:40.625407,AAPL,180.87
2025-10-11T22:50:40.637947,AAPL,179.46
2025-10-11T22:50:40.650507,AAPL,170.68
2025-10-11T22:50:40.663085,AAPL,175.84
2025-10-11T22:50:40.675656,AAPL,169.27
2025-10-11T22:50:40.687259,AAPL,169.8
2025-10-11T22:50:40.699526,AAPL,168.43
2025-10-11T22:50:40.712071,AAPL,171.16
2025-10-11T22:50:40.724612,AAPL,170.62
2025-10-11T22:50:40.737164,AAPL,163.59
2025-10-11T22:50:40.748661,AAPL,166.13
2025-10-11T22:50:40.761213,AAPL,163.19
2025-10-11T22:50:40.771873,AAPL,165.38
2025-10-11T22:50:40.784434,AAPL,163.94
2025-10-11T22:50:40.796982,AAPL,169.42
2025-10-11T22:50:40.809562,AAPL,170.7
2025-10-11T22:50:40.822116,AAPL,168.13
2025-10-11T22:50:40.834733,AAPL,165.97
2025-10-11T22:50:40.846016,AAPL,164.58
2025-10-11T22:50:40.858599,AAPL,160.6
2025-10-11T22:50:40.871250,AAPL,158.45
2025-10-11T22:50:40.882402,AAPL,163.54
2025-10-11T22:50:40.894963,AAPL,167.65
2025-10-11T22:50:40.905999,AAPL,166.16
2025-10-11T22:50:40.916426,AAPL,165.09
2025-10-11T22:50:40.926898,AAPL,161.69
2025-10-11T22:50:40.939459,AAPL,154.22
2025-10-11T22:50:40.952013,AAPL,154.12
2025-10-11T22:50:40.964140,AAPL,155.35
2025-10-11T22:50:40.976523,AAPL,151.82
2025-10-11T22:50:40.989124,AAPL,156.47
2025-10-11T22:50:41.001719,AAPL,155.83
2025-10-11T22:50:41.014310,AAPL,156.96
2025-10-11T22:50:41.026894,AAPL,159.61
2025-10-11T22:50:41.037621,AAPL,154.8
2025-10-11T22:50:41.050208,AAPL,161.58
2025-10-11T22:50:41.062756,AAPL,162.46
2025-10-11T22:50:41.075327,AAPL,164.74
2025-10-11T22:50:41.087883,AAPL,163.83
2025-10-11T22:50:41.100417,AAPL,167.41
2025-10-11T22:50:41.110673,AAPL,170.22
2025-10-11T22:50:41.122651,AAPL,170.52
2025-10-11T22:50:41.134681,AAPL,173.01
2025-10-11T22:50:41.147226,AAPL,168.33
2025-10-11T22:50:41.159777,AAPL,172.38
2025-10-11T22:50:41.171682,AAPL,175.12
2025-10-11T22:50:41.182927,AAPL,173.75
2025-10-11T22:50:41.195464,AAPL,173.82
2025-10-11T22:50:41.205953,AAPL,171.03
2025-10-11T22:50:41.218489,AAPL,172.64
2025-10-11T22:50:41.230940,AAPL,172.93
2025-10-11T22:50:41.243472,AAPL,175.3
2025-10-11T22:50:41.256033,AAPL,176.46
2025-10-11T22:50:41.267642,AAPL,181.67
2025-10-11T22:50:41.280250,AAPL,180.39
2025-10-11T22:50:41.292838,AAPL,182.77
2025-10-11T22:50:41.303489,AAPL,183.67
2025-10-11T22:50:41.316086,AAPL,180.72
2025-10-11T22:50:41.326448,AAPL,181.01
2025-10-11T22:50:41.339113,AAPL,185.9
2025-10-11T22:50:41.350436,AAPL,183.19
2025-10-11T22:50:41.361250,AAPL,182.06
2025-10-11T22:50:41.372031,AAPL,181.71
2025-10-11T22:50:41.384587,AAPL,184.79
2025-10-11T22:50:41.396098,AAPL,182.9
2025-10-11T22:50:41.407386,AAPL,182.2
2025-10-11T22:50:41.418370,AAPL,178.35
2025-10-11T22:50:41.430976,AAPL,180.96
2025-10-11T22:50:41.442521,AAPL,172.1
2025-10-11T22:50:41.454544,AAPL,171.06
2025-10-11T22:50:41.467102,AAPL,163.53
2025-10-11T22:50:41.479639,AAPL,159.94
2025-10-11T22:50:41.491885,AAPL,155.05
2025-10-11T22:50:41.504423,AAPL,148.37
2025-10-11T22:50:41.516962,AAPL,144.18
2025-10-11T22:50:41.529516,AAPL,141.3
2025-10-11T22:50:41.542062,AAPL,147.65
2025-10-11T22:50:41.553596,AAPL,144.75
2025-10-11T22:50:41.564265,AAPL,147.21
2025-10-11T22:50:41.576803,AAPL,147.47
2025-10-11T22:50:41.589375,AAPL,147.66
2025-10-11T22:50:41.599849,AAPL,148.09
2025-10-11T22:50:41.612403,AAPL,147.91
2025-10-11T22:50:41.622649,AAPL,148.05
2025-10-11T22:50:41.635202,AAPL,150.47
2025-10-11T22:50:41.646700,AAPL,152.63
2025-10-11T22:50:41.659273,AAPL,152.27
2025-10-11T22:50:41.671884,AAPL,153.16
2025-10-11T22:50:41.684463,AAPL,150.92
2025-10-11T22:50:41.697038,AAPL,153.83
2025-10-11T22:50:41.709580,AAPL,155.78
2025-10-11T22:50:41.722128,AAPL,157.66
2025-10-11T22:50:41.734691,AAPL,157.86
2025-10-11T22:50:41.746848,AAPL,156.43
2025-10-11T22:50:41.759424,AAPL,151.14
2025-10-11T22:50:41.772000,AAPL,150.2
2025-10-11T22:50:41.784550,AAPL,148.45
2025-10-11T22:50:41.797142,AAPL,147.29
2025-10-11T22:50:41.809746,AAPL,145.91
2025-10-11T22:50:41.822282,AAPL,146.31
2025-10-11T22:50:41.832702,AAPL,148.6
2025-10-11T22:50:41.843562,AAPL,148.68
2025-10-11T22:50:41.853776,AAPL,147.11
2025-10-11T22:50:41.864336,AAPL,150.73
2025-10-11T22:50:41.876868,AAPL,150.35
2025-10-11T22:50:41.889305,AAPL,147.34
2025-10-11T22:50:41.901340,AAPL,148.97
2025-10-11T22:50:41.913361,AAPL,150.4
2025-10-11T22:50:41.924763,AAPL,149.96
2025-10-11T22:50:41.935864,AAPL,145.63
2025-10-11T22:50:41.947879,AAPL,148.05
2025-10-11T22:50:41.960409,AAPL,142.74
2025-10-11T22:50:41.973193,AAPL,146.75
2025-10-11T22:50:41.985727,AAPL,147.67
2025-10-11T22:50:41.996883,AAPL,150.4
2025-10-11T22:50:42.009172,AAPL,147.69
2025-10-11T22:50:42.021714,AAPL,146.83
2025-10-11T22:50:42.034196,AAPL,143.33
2025-10-11T22:50:42.046675,AAPL,143.83
2025-10-11T22:50:42.059160,AAPL,142.83
2025-10-11T22:50:42.071702,AAPL,146.46
2025-10-11T22:50:42.084246,AAPL,148.96
2025-10-11T22:50:42.096843,AAPL,153.58
2025-10-11T22:50:42.109427,AAPL,155.02
2025-10-11T22:50:42.119874,AAPL,152.1
2025-10-11T22:50:42.132436,AAPL,147.42
2025-10-11T22:50:42.144999,AAPL,147.7
2025-10-11T22:50:42.157549,AAPL,148.98
2025-10-11T22:50:42.170128,AAPL,147.16
2025-10-11T22:50:42.182725,AAPL,145.82
2025-10-11T22:50:42.195254,AAPL,147.88
2025-10-11T22:50:42.205334,AAPL,154.72
2025-10-11T22:50:42.217535,AAPL,150.26
2025-10-11T22:50:42.228862,AAPL,149.41
2025-10-11T22:50:42.241415,AAPL,149.67
2025-10-11T22:50:42.253960,AAPL,152.34
2025-10-11T22:50:42.266506,AAPL,153.91
2025-10-11T22:50:42.276913,AAPL,156.63
2025-10-11T22:50:42.288659,AAPL,158.1
2025-10-11T22:50:42.300788,AAPL,157.53
2025-10-11T22:50:42.313336,AAPL,154.0
2025-10-11T22:50:42.324840,AAPL,157.73
2025-10-11T22:50:42.336385,AAPL,153.27
2025-10-11T22:50:42.348942,AAPL,148.86
2025-10-11T22:50:42.361494,AAPL,145.94
2025-10-11T22:50:42.374069,AAPL,145.92
2025-10-11T22:50:42.386654,AAPL,147.46
2025-10-11T22:50:42.399228,AAPL,147.37
2025-10-11T22:50:42.411783,AAPL,148.01
2025-10-11T22:50:42.424361,AAPL,147.97
2025-10-11T22:50:42.436485,AAPL,147.11
2025-10-11T22:50:42.447648,AAPL,151.87
2025-10-11T22:50:42.460216,AAPL,147.96
2025-10-11T22:50:42.472581,AAPL,143.3
2025-10-11T22:50:42.484521,AAPL,142.6
2025-10-11T22:50:42.497042,AAPL,140.86
2025-10-11T22:50:42.509577,AAPL,145.23
2025-10-11T22:50:42.522119,AAPL,146.91
2025-10-11T22:50:42.534647,AAPL,150.64
2025-10-11T22:50:42.547229,AAPL,148.92
2025-10-11T22:50:42.559175,AAPL,147.59
2025-10-11T22:50:42.571741,AAPL,141.83
2025-10-11T22:50:42.584272,AAPL,143.4
2025-10-11T22:50:42.596806,AAPL,141.79
2025-10-11T22:50:42.609379,AAPL,136.73
2025-10-11T22:50:42.619673,AAPL,139.32
2025-10-11T22:50:42.632245,AAPL,141.69
2025-10-11T22:50:42.644587,AAPL,140.96
2025-10-11T22:50:42.656519,AAPL,135.11
2025-10-11T22:50:42.667308,AAPL,132.7
2025-10-11T22:50:42.677454,AAPL,134.33
2025-10-11T22:50:42.689338,AAPL,129.56
2025-10-11T22:50:42.701892,AAPL,133.2
2025-10-11T22:50:42.714281,AAPL,133.51
2025-10-11T22:50:42.726847,AAPL,134.18
2025-10-11T22:50:42.739421,AAPL,135.57
2025-10-11T22:50:42.750240,AAPL,136.78
2025-10-11T22:50:42.762768,AAPL,134.27
2025-10-11T22:50:42.775311,AAPL,136.67
2025-10-11T22:50:42.787860,AAPL,136.66
2025-10-11T22:50:42.799881,AAPL,137.4
2025-10-11T22:50:42.812436,AAPL,139.46
2025-10-11T22:50:42.824180,AAPL,139.55
2025-10-11T22:50:42.836742,AAPL,140.67
2025-10-11T22:50:42.847571,AAPL,137.17
2025-10-11T22:50:42.860129,AAPL,139.31
2025-10-11T22:50:42.872156,AAPL,141.62
2025-10-11T22:50:42.884705,AAPL,141.65
2025-10-11T22:50:42.897283,AAPL,138.19
2025-10-11T22:50:42.909363,AAPL,134.99
2025-10-11T22:50:42.921901,AAPL,134.03
2025-10-11T22:50:42.934447,AAPL,131.79
2025-10-11T22:50:42.946980,AAPL,131.92
2025-10-11T22:50:42.959534,AAPL,129.16
2025-10-11T22:50:42.972143,AAPL,122.38
2025-10-11T22:50:42.984727,AAPL,120.32
2025-10-11T22:50:42.997277,AAPL,123.47
2025-10-11T22:50:43.009817,AAPL,124.13
2025-10-11T22:50:43.022399,AAPL,125.52
2025-10-11T22:50:43.033742,AAPL,130.08
2025-10-11T22:50:43.046289,AAPL,129.79
2025-10-11T22:50:43.058835,AAPL,131.43
2025-10-11T22:50:43.071377,AAPL,131.03
2025-10-11T22:50:43.083923,AAPL,130.3
2025-10-11T22:50:43.096497,AAPL,127.11
2025-10-11T22:50:43.107735,AAPL,125.14
2025-10-11T22:50:43.120323,AAPL,127.35
2025-10-11T22:50:43.130917,AAPL,126.07
2025-10-11T22:50:43.143601,AAPL,124.79
2025-10-11T22:50:43.153892,AAPL,117.95
2025-10-11T22:50:43.166522,AAPL,118.55
2025-10-11T22:50:43.177251,AAPL,115.25
2025-10-11T22:50:43.189267,AAPL,113.22
2025-10-11T22:50:43.201818,AAPL,111.67
2025-10-11T22:50:43.214341,AAPL,110.93
2025-10-11T22:50:43.226879,AAPL,112.21
2025-10-11T22:50:43.239414,AAPL,112.58
2025-10-11T22:50:43.251950,AAPL,112.95
2025-10-11T22:50:43.264472,AAPL,116.61
2025-10-11T22:50:43.277006,AAPL,109.99
2025-10-11T22:50:43.288493,AAPL,112.56
2025-10-11T22:50:43.301039,AAPL,111.75
2025-10-11T22:50:43.312782,AAPL,113.03
2025-10-11T22:50:43.325365,AAPL,116.38
2025-10-11T22:50:43.337972,AAPL,113.68
2025-10-11T22:50:43.350011,AAPL,113.45
2025-10-11T22:50:43.362614,AAPL,110.71
2025-10-11T22:50:43.375219,AAPL,109.47
2025-10-11T22:50:43.387801,AAPL,112.73
2025-10-11T22:50:43.398250,AAPL,114.79
2025-10-11T22:50:43.410612,AAPL,112.46
2025-10-11T22:50:43.423162,AAPL,112.72
2025-10-11T22:50:43.434311,AAPL,112.51
2025-10-11T22:50:43.446867,AAPL,113.49
2025-10-11T22:50:43.458299,AAPL,112.09
2025-10-11T22:50:43.470899,AAPL,111.77
2025-10-11T22:50:43.482632,AAPL,112.23
2025-10-11T22:50:43.507638,AAPL,108.1
2025-10-11T22:50:43.520288,AAPL,109.73
2025-10-11T22:50:43.532850,AAPL,110.53
2025-10-11T22:50:43.545413,AAPL,115.15
2025-10-11T22:50:43.555999,AAPL,115.21
2025-10-11T22:50:43.568662,AAPL,116.52
2025-10-11T22:50:43.581259,AAPL,117.58
2025-10-11T22:50:43.593848,AAPL,119.93
2025-10-11T22:50:43.605480,AAPL,116.44
2025-10-11T22:50:43.618064,AAPL,118.32
2025-10-11T22:50:43.630045,AAPL,117.4
2025-10-11T22:50:43.642582,AAPL,117.41
2025-10-11T22:50:43.655142,AAPL,120.09
2025-10-11T22:50:43.667545,AAPL,120.27
2025-10-11T22:50:43.680094,AAPL,120.52
2025-10-11T22:50:43.692649,AAPL,118.14
2025-10-11T22:50:43.705248,AAPL,119.39
2025-10-11T22:50:43.717791,AAPL,122.47
2025-10-11T22:50:43.730335,AAPL,122.5
2025-10-11T22:50:43.742898,AAPL,120.52
2025-10-11T22:50:43.755484,AAPL,123.96
2025-10-11T22:50:43.768035,AAPL,125.79
2025-10-11T22:50:43.780610,AAPL,125.72
2025-10-11T22:50:43.793202,AAPL,123.58
2025-10-11T22:50:43.805761,AAPL,123.53
2025-10-11T22:50:43.818311,AAPL,126.0
2025-10-11T22:50:43.829952,AAPL,127.27
2025-10-11T22:50:43.842519,AAPL,128.38
2025-10-11T22:50:43.855142,AAPL,126.85
2025-10-11T22:50:43.865978,AAPL,129.68
2025-10-11T22:50:43.878074,AAPL,129.81
2025-10-11T22:50:43.889300,AAPL,128.53
2025-10-11T22:50:43.901868,AAPL,126.55
2025-10-11T22:50:43.914346,AAPL,126.45
2025-10-11T22:50:43.924723,AAPL,125.3
2025-10-11T22:50:43.937343,AAPL,123.93
2025-10-11T22:50:43.948669,AAPL,121.63
2025-10-11T22:50:43.961194,AAPL,120.36
2025-10-11T22:50:43.973206,AAPL,120.79
2025-10-11T22:50:43.985771,AAPL,119.84
2025-10-11T22:50:43.997641,AAPL,121.93
2025-10-11T22:50:44.009774,AAPL,128.37
2025-10-11T22:50:44.022359,AAPL,127.62
2025-10-11T22:50:44.034916,AAPL,124.22
2025-10-11T22:50:44.047486,AAPL,123.12
2025-10-11T22:50:44.059166,AAPL,123.32
2025-10-11T22:50:44.071737,AAPL,120.61
2025-10-11T22:50:44.084296,AAPL,118.95
2025-10-11T22:50:44.096891,AAPL,117.55
2025-10-11T22:50:44.109480,AAPL,121.06
2025-10-11T22:50:44.122050,AAPL,123.61
2025-10-11T22:50:44.132436,AAPL,120.39
2025-10-11T22:50:44.145046,AAPL,118.87
2025-10-11T22:50:44.156777,AAPL,122.17
2025-10-11T22:50:44.169349,AAPL,125.07
2025-10-11T22:50:44.181906,AAPL,126.04
2025-10-11T22:50:44.194466,AAPL,123.82
2025-10-11T22:50:44.206558,AAPL,121.42
2025-10-11T22:50:44.219097,AAPL,118.65
2025-10-11T22:50:44.230954,AAPL,118.05
2025-10-11T22:50:44.243487,AAPL,117.84
2025-10-11T22:50:44.256011,AAPL,115.01
2025-10-11T22:50:44.268552,AAPL,114.05
2025-10-11T22:50:44.281112,AAPL,115.74
2025-10-11T22:50:44.292151,AAPL,117.23
2025-10-11T22:50:44.303046,AAPL,116.24
2025-10-11T22:50:44.314312,AAPL,115.66
2025-10-11T22:50:44.326026,AAPL,115.24
2025-10-11T22:50:44.338604,AAPL,117.07
2025-10-11T22:50:44.349572,AAPL,121.85
2025-10-11T22:50:44.362116,AAPL,117.29
2025-10-11T22:50:44.372595,AAPL,117.75
2025-10-11T22:50:44.385172,AAPL,120.04
2025-10-11T22:50:44.397721,AAPL,122.1
2025-10-11T22:50:44.410256,AAPL,120.07
2025-10-11T22:50:44.422785,AAPL,119.01
2025-10-11T22:50:44.435301,AAPL,118.35
2025-10-11T22:50:44.447815,AAPL,114.4
2025-10-11T22:50:44.460340,AAPL,115.86
2025-10-11T22:50:44.472863,AAPL,111.43
2025-10-11T22:50:44.485525,AAPL,113.42
2025-10-11T22:50:44.497600,AAPL,112.59
2025-10-11T22:50:44.510221,AAPL,115.98
2025-10-11T22:50:44.522775,AAPL,116.55
2025-10-11T22:50:44.535320,AAPL,115.85
2025-10-11T22:50:44.547870,AAPL,119.08
2025-10-11T22:50:44.560439,AAPL,124.31
2025-10-11T22:50:44.573020,AAPL,125.11
2025-10-11T22:50:44.585581,AAPL,127.55
2025-10-11T22:50:44.596401,AAPL,123.34
2025-10-11T22:50:44.608989,AAPL,123.41
2025-10-11T22:50:44.621513,AAPL,118.05
2025-10-11T22:50:44.634114,AAPL,114.59
2025-10-11T22:50:44.646690,AAPL,114.28
2025-10-11T22:50:44.659248,AAPL,115.13
2025-10-11T22:50:44.671814,AAPL,113.59
2025-10-11T22:50:44.681877,AAPL,111.93
2025-10-11T22:50:44.694407,AAPL,114.84
2025-10-11T22:50:44.705939,AAPL,114.74
2025-10-11T22:50:44.718484,AAPL,115.41
2025-10-11T22:50:44.731016,AAPL,116.04
2025-10-11T22:50:44.743550,AAPL,113.28
2025-10-11T22:50:44.756079,AAPL,114.6
2025-10-11T22:50:44.768603,AAPL,115.09
2025-10-11T22:50:44.781138,AAPL,115.76
2025-10-11T22:50:44.793690,AAPL,111.28
2025-10-11T22:50:44.806292,AAPL,109.67
2025-10-11T22:50:44.818896,AAPL,108.29
2025-10-11T22:50:44.830928,AAPL,107.26
2025-10-11T22:50:44.841959,AAPL,109.76
2025-10-11T22:50:44.853884,AAPL,110.55
2025-10-11T22:50:44.866514,AAPL,113.44
2025-10-11T22:50:44.879108,AAPL,113.83
2025-10-11T22:50:44.889258,AAPL,113.82
2025-10-11T22:50:44.901291,AAPL,107.99
2025-10-11T22:50:44.913253,AAPL,108.51
2025-10-11T22:50:44.925838,AAPL,107.51
2025-10-11T22:50:44.938431,AAPL,107.32
2025-10-11T22:50:44.951029,AAPL,108.18
2025-10-11T22:50:44.963633,AAPL,104.04
2025-10-11T22:50:44.975838,AAPL,103.52
2025-10-11T22:50:44.987770,AAPL,104.27
2025-10-11T22:50:44.999697,AAPL,101.5
2025-10-11T22:50:45.010579,AAPL,99.09
2025-10-11T22:50:45.020797,AAPL,100.93
2025-10-11T22:50:45.033415,AAPL,100.11
2025-10-11T22:50:45.046039,AAPL,99.99
2025-10-11T22:50:45.058626,AAPL,99.66
2025-10-11T22:50:45.071205,AAPL,100.56
2025-10-11T22:50:45.082777,AAPL,100.72
2025-10-11T22:50:45.093962,AAPL,100.69
2025-10-11T22:50:45.105817,AAPL,105.08
2025-10-11T22:50:45.118454,AAPL,107.26
2025-10-11T22:50:45.129506,AAPL,109.9
2025-10-11T22:50:45.142088,AAPL,107.62
2025-10-11T22:50:45.153237,AAPL,104.2
2025-10-11T22:50:45.165825,AAPL,100.97
2025-10-11T22:50:45.177066,AAPL,97.49
2025-10-11T22:50:45.188879,AAPL,98.49
2025-10-11T22:50:45.200836,AAPL,96.25
2025-10-11T22:50:45.213413,AAPL,95.04
2025-10-11T22:50:45.225964,AAPL,92.89
2025-10-11T22:50:45.236137,AAPL,90.49
2025-10-11T22:50:45.248343,AAPL,88.41
2025-10-11T22:50:45.260962,AAPL,87.75
2025-10-11T22:50:45.272601,AAPL,84.39
2025-10-11T22:50:45.285189,AAPL,84.33
2025-10-11T22:50:45.296674,AAPL,84.06
2025-10-11T22:50:45.309252,AAPL,84.16
2025-10-11T22:50:45.321803,AAPL,83.33
2025-10-11T22:50:45.336450,AAPL,83.79
2025-10-11T22:50:45.357161,AAPL,82.66
2025-10-11T22:50:45.369569,AAPL,84.34
2025-10-11T22:50:45.380211,AAPL,83.97
2025-10-11T22:50:45.391642,AAPL,83.13
2025-10-11T22:50:45.402671,AAPL,79.66
2025-10-11T22:50:45.423101,AAPL,77.95
2025-10-11T22:50:45.436266,AAPL,77.55
2025-10-11T22:50:45.448877,AAPL,76.34
2025-10-11T22:50:45.461596,AAPL,75.65
2025-10-11T22:50:45.472156,AAPL,75.59
2025-10-11T22:50:45.484109,AAPL,78.73
2025-10-11T22:50:45.495448,AAPL,77.75
2025-10-11T22:50:45.508328,AAPL,79.44
2025-10-11T22:50:45.521012,AAPL,79.26
2025-10-11T22:50:45.533334,AAPL,79.99
2025-10-11T22:50:45.546558,AAPL,80.3
2025-10-11T22:50:45.559257,AAPL,80.35
2025-10-11T22:50:45.572124,AAPL,79.12
2025-10-11T22:50:45.584701,AAPL,77.02
